year,imdb,title,Director,director_gender,Writer,writer_gender,Star,star_gender,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,Director Gender,Director Age
1998,tt0120863,The Thin Red Line,Terrence Malick,M,James Jones,M,Jim Caviezel,M,notalk,notalk,0,52000000,36400491,36400491,1998FAIL,74314880,52021118,52021118,4,3,,
2011,tt1509767,The Three Musketeers,Paul W.S. Anderson,M,Alex Litvak,M,Logan Lerman,M,men,men,0,90000000,20377913,139877913,2011FAIL,93212171,21105217,144870266,1,1,,
2009,tt0452694,The Time Traveler&#39;s Wife,Robert Schwentke,M,Bruce Joel Rubin,M,Eric Bana,M,dubious,dubious,0,39000000,63414846,98666635,2009FAIL,42343532,68851502,107125483,2,2,,
2013,tt1758795,The To Do List,Maggie Carey,F,Maggie Carey,F,Aubrey Plaza,F,ok,ok,1,1500000,3491669,3491669,2013PASS,1500000,3491669,3491669,1,1,,
2010,tt1243957,The Tourist,Florian Henckel von Donnersmarck,M,Florian Henckel von Donnersmarck,M,Johnny Depp,M,nowomen,nowomen,0,100000000,67631157,278731369,2010FAIL,106823184,72245755,297749724,1,1,,
2010,tt0840361,The Town,Ben Affleck,M,Peter Craig,M,Ben Affleck,M,notalk,notalk,0,37000000,92186262,152566881,2010FAIL,39524578,98476300,162976800,1,1,,
2002,tt0293662,The Transporter,Louis Leterrier,M,Luc Besson,M,Jason Statham,M,nowomen,nowomen,0,21000000,25296447,43928932,2002FAIL,27198764,32763432,56895840,3,2,,
2011,tt0478304,The Tree of Life,Terrence Malick,M,Terrence Malick,M,Brad Pitt,M,nowomen-disagree,nowomen,0,35000000,13305665,62305665,2011FAIL,36249178,13780555,64529403,1,1,,
1998,tt0120382,The Truman Show,Peter Weir,M,Andrew Niccol,M,Jim Carrey,M,notalk-disagree,notalk,0,60000000,125618201,248400000,1998FAIL,85747939,179525030,354996466,4,3,,
2002,tt0290095,The Tuxedo,Kevin Donovan,M,Phil Hay,M,Jackie Chan,M,nowomen,nowomen,0,60000000,50586000,104429625,2002FAIL,77710753,65517936,135255080,3,2,,
2011,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,M,Melissa Rosenberg,F,Kristen Stewart,F,ok,ok,1,127500000,281287133,709938657,2011PASS,132050575,291326492,735276926,1,1,,
2012,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,M,Melissa Rosenberg,F,Kristen Stewart,F,dubious-disagree,dubious,0,136200000,292324737,832660037,2012FAIL,138193773,296603952,844848985,1,1,,
2010,tt1325004,The Twilight Saga: Eclipse,David Slade,M,Melissa Rosenberg,F,Kristen Stewart,F,ok-disagree,ok,1,68000000,300531751,699590681,2010PASS,72639765,321037586,747325041,1,1,,
2009,tt1142988,The Ugly Truth,Robert Luketic,M,Nicole Eastman,F,Katherine Heigl,F,men,men,0,38000000,88915214,205230042,2009FAIL,41257801,96538057,222824741,2,2,,
2009,tt1139668,The Unborn,David S. Goyer,M,David S. Goyer,M,Odette Annable,F,ok,ok,1,16000000,42670410,78208812,2009PASS,17371706,46328612,84913778,2,2,,
1995,tt0114814,The Usual Suspects,Bryan Singer,M,Christopher McQuarrie,M,Kevin Spacey,M,notalk,notalk,0,6000000,23341568,34449356,1995FAIL,9172677,35684110,52665468,4,3,,
2004,tt0368447,The Village,M. Night Shyamalan,M,M. Night Shyamalan,M,Sigourney Weaver,M,ok,ok,1,71682975,114197520,257641634,2004PASS,88398934,140827568,317721828,3,2,,
2007,tt0857191,The Visitor,Tom McCarthy,M,Tom McCarthy,M,Richard Jenkins,M,dubious,dubious,0,4000000,9427026,19174817,2007FAIL,4494174,10591674,21543741,2,2,,
2012,tt1606389,The Vow,Michael Sucsy,M,Abby Kohn,F,Rachel McAdams,F,ok,ok,1,8738320,125014030,197618160,2012PASS,8866236,126844056,200511006,1,1,,
2012,tt1298649,The Watch,Akiva Schaffer,M,Jared Stern,M,Ben Stiller,M,men,men,0,55000000,34353000,67353000,2012FAIL,55805121,34855879,68338951,1,1,,
2000,tt0202677,The Way of the Gun,Christopher McQuarrie,M,Christopher McQuarrie,M,Ryan Phillippe,M,men,men,0,9000000,6047856,13061935,2000FAIL,12176175,8182195,17671601,3,2,,
2013,tt1727388,The Way Way Back,Nat Faxon,M,Nat Faxon,M,Steve Carell,M,ok-disagree,ok,1,5000000,21502690,26161443,2013PASS,5000000,21502690,26161443,1,1,,
2005,tt0372532,The Wedding Date,Clare Kilner,F,Elizabeth Young,F,Dermot Mulroney,M,ok,ok,1,15000000,31726995,47175038,2005PASS,17895497,37851356,56281383,2,2,,
2001,tt0209475,The Wedding Planner,Adam Shankman,M,Pamela Falk,F,Jennifer Lopez,F,ok,ok,1,28000000,60400856,94728529,2001PASS,36843687,79478222,124648152,3,2,,
2000,tt0190138,The Whole Nine Yards,Jonathan Lynn,M,Mitchell Kapner,M,Bruce Willis,M,ok,ok,1,24000000,57262492,85527867,2000PASS,32469801,77470905,115711368,3,2,,
2004,tt0327247,The Whole Ten Yards,Howard Deutch,M,Mitchell Kapner,M,Bruce Willis,M,notalk,notalk,0,30000000,16323969,26323969,2004FAIL,36995786,20130602,32462531,3,2,,
2006,tt0460989,The Wind That Shakes the Barley,Ken Loach,M,Paul Laverty,M,Cillian Murphy,M,notalk-disagree,notalk,0,8300000,1829142,25670174,2006FAIL,9593110,2114116,29669493,2,2,,
2013,tt0993846,The Wolf of Wall Street,Martin Scorsese,M,Terence Winter,M,Leonardo DiCaprio,M,notalk-disagree,notalk,0,100000000,115702857,365702857,2013FAIL,100000000,115702857,365702857,1,1,,
2010,tt0780653,The Wolfman,Joe Johnston,M,Andrew Kevin Walker,M,Benicio Del Toro,M,notalk-disagree,notalk,0,150000000,62189884,142634358,2010FAIL,160234776,66433214,152366563,1,1,,
2013,tt1430132,The Wolverine,James Mangold,M,Mark Bomback,M,Hugh Jackman,M,ok,ok,1,115000000,132556852,416456852,2013PASS,115000000,132556852,416456852,1,1,,
2012,tt1596365,The Woman in Black,James Watkins,M,Susan Hill,F,Daniel Radcliffe,M,notalk,notalk,0,15000000,54333290,128955898,2012FAIL,15219578,55128651,130843627,1,1,,
2008,tt0430770,The Women,Diane English,F,Diane English,F,Meg Ryan,F,ok,ok,1,16000000,26902075,50103808,2008PASS,17316101,29114940,54225162,2,2,,
2012,tt1840417,The Words,Brian Klugman,M,Brian Klugman,M,Bradley Cooper,M,notalk,notalk,0,6000000,11494838,12132578,2012FAIL,6087831,11663106,12310182,1,1,,
2013,tt1213663,The World&#39;s End,Edgar Wright,M,Simon Pegg,M,Simon Pegg,M,men-disagree,men,0,20000000,26004851,46578821,2013FAIL,20000000,26004851,46578821,1,1,,
2008,tt1125849,The Wrestler,Darren Aronofsky,M,Robert Siegel,M,Mickey Rourke,M,notalk,notalk,0,6000000,26238243,46634275,2008FAIL,6493538,28396504,50470238,2,2,,
2009,tt0962736,The Young Victoria,Jean-Marc Vallée,M,Julian Fellowes,M,Emily Blunt,F,ok,ok,1,35000000,11001272,31878891,2009PASS,38000606,11944429,34611919,2,2,,
2007,tt0469494,There Will Be Blood,Paul Thomas Anderson,M,Paul Thomas Anderson,M,Daniel Day-Lewis,M,nowomen-disagree,nowomen,0,25000000,40222514,77208711,2007FAIL,28088587,45191743,86747344,2,2,,
1998,tt0129387,There&#39;s Something About Mary,Bobby Farrelly,M,Ed Decter,M,Cameron Diaz,F,ok,ok,1,22000000,176484651,360099999,1998PASS,31440911,252219917,514630544,4,3,,
1988,tt0096256,They Live,John Carpenter,M,Ray Nelson,M,Roddy Piper,M,nowomen-disagree,nowomen,0,4000000,13000000,13000000,1988FAIL,7878588,25605411,25605411,,,,
2012,tt1621045,Think Like a Man,Tim Story,M,Keith Merryman,M,Chris Brown,M,ok,ok,1,12000000,91547205,96155124,2012PASS,12175663,92887325,97562697,1,1,,
2001,tt0245674,Thir13en Ghosts,Steve Beck,M,Robb White,M,Tony Shalhoub,M,notalk,notalk,0,19000000,41867960,68467960,2001FAIL,25001073,55091786,90093288,3,2,,
2003,tt0328538,Thirteen,Catherine Hardwicke,F,Catherine Hardwicke,F,Evan Rachel Wood,M,ok,ok,1,2000000,4601043,9505996,2003PASS,2532174,5825321,12035418,3,2,,
2000,tt0146309,Thirteen days,Roger Donaldson,M,David Self,M,Kevin Costner,M,notalk,notalk,0,80000000,34566746,66554547,2000FAIL,108232671,46765640,90042204,3,2,,
2013,tt1245492,This Is the End,Evan Goldberg,M,Seth Rogen,M,James Franco,M,notalk,notalk,0,32000000,101470202,126294264,2013FAIL,32000000,101470202,126294264,1,1,,
2011,tt0800369,Thor,Kenneth Branagh,M,Ashley Miller,F,Chris Hemsworth,M,ok-disagree,ok,1,150000000,181030624,449326618,2011PASS,155353618,187491749,465363438,1,1,,
2013,tt1981115,Thor: The Dark World,Alan Taylor,M,Christopher L. Yost,M,Chris Hemsworth,M,dubious-disagree,dubious,0,170000000,204674790,631674790,2013FAIL,170000000,204674790,631674790,1,1,,
1999,tt0144640,Three to Tango,Damon Santostefano,M,Rodney Patrick Vaccaro,M,Neve Campbell,M,notalk,notalk,0,20000000,10570375,10570375,1999FAIL,27969241,14782268,14782268,4,3,,
1981,tt0081633,Time Bandits,Terry Gilliam,M,Michael Palin,M,Sean Connery,M,notalk,notalk,0,12000000,37400000,37400000,1981FAIL,30742635,95814545,95814545,,,,
1994,tt0111438,Timecop,Peter Hyams,M,Mark Verheiden,M,Jean-Claude Van Damme,M,notalk,notalk,0,28000000,44853581,102053581,1994FAIL,44006612,70494790,160394011,5,3,,
2003,tt0300556,Timeline,Richard Donner,M,Michael Crichton,M,Paul Walker,M,notalk,notalk,0,80000000,19480739,26703184,2003FAIL,101286957,24664310,33808553,3,2,,
2011,tt1340800,Tinker Tailor Soldier Spy,Tomas Alfredson,M,John le Carré,M,Gary Oldman,M,notalk,notalk,0,21000000,24149393,81452811,2011FAIL,21749507,25011304,84359926,1,1,,
2000,tt0120913,Titan A.E.,Don Bluth,M,Hans Bauer,M,Matt Damon,M,ok,ok,1,75000000,22751979,36751979,2000PASS,101468129,30781343,49722060,3,2,,
1997,tt0120338,Titanic,James Cameron,M,James Cameron,M,Leonardo DiCaprio,M,ok,ok,1,200000000,658672302,2185672302,1997PASS,290247625,955890356,3171930973,4,3,,
2007,tt0453556,TMNT,Kevin Munroe,M,Kevin Munroe,M,Patrick Stewart,M,notalk-disagree,notalk,0,35000000,54149098,96096018,2007FAIL,39324022,60838866,107968055,2,2,,
2012,tt1859650,To Rome With Love,Woody Allen,M,Woody Allen,M,Woody Allen,M,men-disagree,men,0,21500000,16684352,74363777,2012FAIL,21814729,16928587,75452356,1,1,,
1993,tt0108358,Tombstone,George P. Cosmatos,M,Kevin Jarre,M,Kurt Russell,M,ok,ok,1,25000000,56505065,56505065,1993PASS,40311473,91112095,91112095,5,3,,
1982,tt0084805,Tootsie,Sydney Pollack,M,Don McGuire,M,Dustin Hoffman,M,notalk-disagree,notalk,0,15000000,177200000,177200000,1982FAIL,36199020,427631090,427631090,,,,
1986,tt0092099,Top Gun,Tony Scott,M,Jim Cash,M,Tom Cruise,M,men,men,0,15000000,179800601,356800601,1986FAIL,31856471,381854174,757760530,,,,
1999,tt0151568,Topsy-Turvy,Mike Leigh,M,Mike Leigh,M,Jim Broadbent,M,ok,ok,1,20000000,6201757,6201757,1999PASS,27969241,8672922,8672922,4,3,,
2012,tt1386703,Total Recall,Paul Verhoeven,M,Philip K. Dick,M,Arnold Schwarzenegger,M,notalk-disagree,notalk,0,125000000,58877969,198615996,2012FAIL,126829821,59739858,201523449,1,1,,
1990,tt0100802,Total Recall,Len Wiseman,M,Kurt Wimmer,M,Colin Farrell,M,notalk,notalk,0,125000000,58877969,198615996,1990FAIL,222871925,104977970,354127435,5,3,,
2011,tt0471042,Tower Heist,Brett Ratner,M,Adam Cooper,M,Eddie Murphy,M,notalk,notalk,0,85000000,78046570,153470352,2011FAIL,88033717,80832113,158947830,1,1,,
1995,tt0114709,Toy Story,John Lasseter,M,John Lasseter,M,Tom Hanks,M,notalk-disagree,notalk,0,30000000,191780865,364530148,1995FAIL,45863384,293190647,557286202,4,3,,
1999,tt0120363,Toy Story 2,John Lasseter,M,John Lasseter,M,Tom Hanks,M,notalk-disagree,notalk,0,90000000,245852179,511358276,1999FAIL,125861583,343814937,715115132,4,3,,
2010,tt0435761,Toy Story 3,Lee Unkrich,M,John Lasseter,M,Tom Hanks,M,dubious-disagree,dubious,0,200000000,415004880,1063759456,2010FAIL,213646368,443321427,1136341723,1,1,,
2001,tt0139654,Training Day,Antoine Fuqua,M,David Ayer,M,Denzel Washington,M,notalk,notalk,0,45000000,76261036,104505362,2001FAIL,59213068,100347776,137512958,3,2,,
1996,tt0117951,Trainspotting,Danny Boyle,M,Irvine Welsh,M,Ewan McGregor,M,men,men,0,3100000,16501785,24000785,1996FAIL,4604011,24507872,35645124,4,3,,
2013,tt1924429,Trance,Danny Boyle,M,Joe Ahearne,M,James McAvoy,M,nowomen,nowomen,0,16000000,2322593,22594052,2013FAIL,16000000,2322593,22594052,1,1,,
2005,tt0407265,Transamerica,Duncan Tucker,M,Duncan Tucker,M,Felicity Huffman,F,ok,ok,1,1000000,9015303,16553163,2005PASS,1193033,10755555,19748472,2,2,,
2007,tt0418279,Transformers,Michael Bay,M,Roberto Orci,M,Shia LaBeouf,M,notalk-disagree,notalk,0,151000000,319246193,708272592,2007FAIL,169655066,358686980,795775055,2,2,,
2011,tt1399103,Transformers: Dark of the Moon,Michael Bay,M,Ehren Kruger,M,Shia LaBeouf,M,ok-disagree,ok,1,195000000,352390543,1123794076,2011PASS,201959703,364967639,1163903170,1,1,,
2009,tt1055369,Transformers: Revenge of the Fallen,Michael Bay,M,Ehren Kruger,M,Shia LaBeouf,M,ok-disagree,ok,1,210000000,402111870,836519699,2009PASS,228003635,436585563,908235868,2,2,,
2008,tt0800241,Transsiberian,Brad Anderson,M,Brad Anderson,M,Woody Harrelson,M,ok,ok,1,15000000,2203641,6379575,2008PASS,16233845,2384904,6904335,2,2,,
2002,tt0133240,Treasure Planet,Ron Clements,M,Robert Louis Stevenson,M,Joseph Gordon-Levitt,M,notalk,notalk,0,100000000,38120554,91800000,2002FAIL,129517922,49372949,118897452,3,2,,
1990,tt0100814,Tremors,Ron Underwood,M,S.S. Wilson,M,Kevin Bacon,M,ok,ok,1,10000000,16667084,16667084,1990PASS,17829754,29717001,29717001,5,3,,
1982,tt0084827,TRON,Steven Lisberger,M,Steven Lisberger,M,Jeff Bridges,M,nowomen-disagree,nowomen,0,17000000,26918576,26918576,1982FAIL,41025556,64961738,64961738,,,,
2010,tt1104001,Tron Legacy,Joseph Kosinski,M,Edward Kitsis,M,Jeff Bridges,M,notalk-disagree,notalk,0,200000000,172062763,397562763,2010FAIL,213646368,183802922,424689202,1,1,,
1989,tt0098519,Troop Beverly Hills,Jeff Kanew,M,Ava Ostern Fries,F,Shelley Long,F,ok,ok,1,18000000,7190505,7190505,1989PASS,33832599,13515193,13515193,,,,
2008,tt0942385,Tropic Thunder,Ben Stiller,M,Justin Theroux,M,Ben Stiller,M,nowomen,nowomen,0,90000000,110461307,188163455,2008FAIL,97403068,119547447,203641087,2,2,,
2004,tt0332452,Troy,Wolfgang Petersen,M,Homer,M,Brad Pitt,M,notalk,notalk,0,150000000,133298577,484161265,2004FAIL,184978932,164382856,597064223,3,2,,
2010,tt1403865,True Grit,Ethan Coen,M,Joel Coen,M,Jeff Bridges,M,ok-disagree,ok,1,35000000,171243005,252276928,2010PASS,37388114,182927231,269490247,1,1,,
1994,tt0111503,True Lies,James Cameron,M,Claude Zidi,M,Arnold Schwarzenegger,M,notalk-disagree,notalk,0,100000000,146282411,365300000,1994FAIL,157166470,229906901,574129115,5,3,,
2002,tt0283084,Tuck Everlasting,Jay Russell,M,Natalie Babbitt,F,Alexis Bledel,F,ok,ok,1,15000000,19161999,19344615,2002PASS,19427688,24818223,25054743,3,2,,
2010,tt1465522,Tucker and Dale vs Evil,Eli Craig,M,Eli Craig,M,Tyler Labine,M,ok,ok,1,5000000,223838,5476793,2010PASS,5341159,239111,5850485,1,1,,
2013,tt1860353,Turbo,David Soren,M,Darren Lemke,M,Ryan Reynolds,M,dubious-disagree,dubious,0,135000000,83028130,283828130,2013FAIL,135000000,83028130,283828130,1,1,,
2008,tt1099212,Twilight,Catherine Hardwicke,F,Melissa Rosenberg,F,Kristen Stewart,F,ok-disagree,ok,1,37000000,192769854,397923934,2008PASS,40043484,208626391,430655689,2,2,,
1988,tt0096320,Twins,Ivan Reitman,M,William Davies,M,Arnold Schwarzenegger,M,men,men,0,15000000,111936388,216600000,1988FAIL,29544705,220475172,426625542,,,,
1996,tt0117998,Twister,Jan de Bont,M,Michael Crichton,M,Helen Hunt,F,ok,ok,1,88000000,241888385,495900000,1996PASS,130694514,359244145,736493287,4,3,,
2002,tt0313737,Two Weeks Notice,Marc Lawrence,M,Marc Lawrence,M,Sandra Bullock,F,ok,ok,1,60000000,93354918,199043309,2002PASS,77710753,120911349,257796757,3,2,,
1989,tt0098546,UHF,Jay Levey,M,'Weird Al' Yankovic,M,'Weird Al' Yankovic,M,notalk,notalk,0,5000000,6157157,6157157,1989FAIL,9397944,11572924,11572924,,,,
2006,tt0370032,Ultraviolet,Kurt Wimmer,M,Kurt Wimmer,M,Milla Jovovich,F,notalk,notalk,0,30000000,18522064,20722064,2006FAIL,34673890,21407734,23950486,2,2,,
2000,tt0217869,Unbreakable,M. Night Shyamalan,M,M. Night Shyamalan,M,Bruce Willis,M,nowomen-disagree,nowomen,0,73243106,94999143,248099143,2000FAIL,99091212,128525137,335655410,3,2,,
2003,tt0320691,Underworld,Len Wiseman,M,Kevin Grevioux,M,Kate Beckinsale,F,dubious,dubious,0,22000000,51970690,95708457,2003FAIL,27853913,65799413,121175229,3,2,,
2010,tt0477080,Unstoppable,Tony Scott,M,Mark Bomback,M,Denzel Washington,M,dubious,dubious,0,95000000,81562942,169511609,2010FAIL,101482025,87128132,181077698,1,1,,
2009,tt1049413,Up,Pete Docter,M,Pete Docter,M,Edward Asner,M,notalk,notalk,0,175000000,293004164,731542621,2009FAIL,190003029,318123879,794258938,2,2,,
2009,tt1193138,Up in the Air,Jason Reitman,M,Walter Kirn,M,George Clooney,M,men-disagree,men,0,30000000,83823381,166842739,2009FAIL,32571948,91009693,181146433,2,2,,
1998,tt0146336,Urban Legend,Jamie Blanks,M,Silvio Horta,M,Jared Leto,M,ok,ok,1,14000000,38116707,72571864,1998PASS,20007852,54473818,103714796,4,3,,
2005,tt0434409,V for Vendetta,James McTeigue,M,Lilly Wachowski,F,Hugo Weaving,M,ok-disagree,ok,1,50000000,70511035,129231542,2005PASS,59651656,84122001,154177511,2,2,,
2001,tt0242998,Valentine,Jamie Blanks,M,Tom Savage,M,Denise Richards,M,men,men,0,10000000,20384136,20384136,2001FAIL,13158460,26822383,26822383,3,2,,
2010,tt0817230,Valentine&#39;s Day,Garry Marshall,M,Katherine Fugate,F,Julia Roberts,F,ok,ok,1,52000000,110485654,217569328,2010PASS,55548056,118024294,232414484,1,1,,
2008,tt0985699,Valkyrie,Bryan Singer,M,Christopher McQuarrie,M,Tom Cruise,M,notalk,notalk,0,90000000,83077762,203902107,2008FAIL,97403068,89911432,220674342,2,2,,
1998,tt0120877,Vampires (John Carpenter&#39;s),John Carpenter,M,John Steakley,M,James Woods,M,nowomen,nowomen,0,20000000,20268825,20268825,1998FAIL,28582646,28966833,28966833,4,3,,
2004,tt0338526,Van Helsing,Stephen Sommers,M,Stephen Sommers,M,Hugh Jackman,M,ok,ok,1,170000000,120150546,300150546,2004PASS,209642789,148168797,370143515,3,2,,
2001,tt0259711,Vanilla Sky,Cameron Crowe,M,Alejandro Amenábar,M,Tom Cruise,M,notalk,notalk,0,70000000,100614858,202726605,2001FAIL,92109217,132393654,266756984,3,2,,
1998,tt0120879,Velvet Goldmine,Todd Haynes,M,James Lyons,M,Ewan McGregor,M,men,men,0,9000000,1053788,4861972,1998FAIL,12862191,1506002,6948401,4,3,,
2004,tt0383694,Vera Drake,Mike Leigh,M,Mike Leigh,M,Imelda Staunton,F,ok,ok,1,11000000,3753806,13353855,2004PASS,13565122,4629167,16467879,3,2,,
2008,tt0497465,Vicky Cristina Barcelona,Woody Allen,M,Woody Allen,M,Rebecca Hall,F,ok,ok,1,16000000,23216709,104504817,2008PASS,17316101,25126430,113100998,2,2,,
1983,tt0086541,Videodrome,David Cronenberg,M,David Cronenberg,M,James Woods,M,men,men,0,5952000,2120439,2120439,1983FAIL,13923842,4960460,4960460,,,,
1999,tt0120458,Virus,John Bruno,M,Chuck Pfarrer,M,Jamie Lee Curtis,F,dubious,dubious,0,75000000,14010690,30626690,1999FAIL,104884652,19593418,42830263,4,3,,
1997,tt0120461,Volcano,Mick Jackson,M,Jerome Armstrong,M,Tommy Lee Jones,M,ok,ok,1,90000000,47546796,120100000,1997PASS,130611431,69001723,174293699,4,3,,
2006,tt0441909,Volver,Pedro Almodóvar,M,Pedro Almodóvar,M,Penélope Cruz,F,ok,ok,1,9400000,12899867,85599867,2006PASS,10864486,14909619,98936014,2,2,,
2005,tt0348333,Waiting...,Rob McKittrick,M,Rob McKittrick,M,Ryan Reynolds,M,ok,ok,1,1125000,16124543,18673274,2005PASS,1342162,19237114,22277835,2,2,,
2007,tt0473308,Waitress,Adrienne Shelly,F,Adrienne Shelly,F,Keri Russell,F,ok,ok,1,1500000,19097550,22217183,2007PASS,1685315,21456928,24961971,2,2,,
2005,tt0358273,Walk the Line,James Mangold,M,Johnny Cash,M,Joaquin Phoenix,M,ok,ok,1,29000000,119519402,187707495,2005PASS,34597961,142590606,223941260,2,2,,
2010,tt1027718,Wall Street: Money Never Sleeps,Oliver Stone,M,Allan Loeb,M,Shia LaBeouf,M,dubious-disagree,dubious,0,70000000,52474616,137431619,2010FAIL,74776229,56055056,146808831,1,1,,
2008,tt0910970,WALL-E,Andrew Stanton,M,Andrew Stanton,M,Ben Burtt,M,notalk-disagree,notalk,0,180000000,223808164,532590994,2008FAIL,194806136,242217798,576399965,2,2,,
2008,tt1185616,Waltz with Bashir,Ari Folman,M,Ari Folman,M,Ari Folman,M,nowomen,nowomen,0,2000000,2283849,11125664,2008FAIL,2164513,2471710,12040820,2,2,,
2012,tt1655460,Wanderlust,David Wain,M,David Wain,M,Jennifer Aniston,F,ok,ok,1,32500000,17288155,24159934,2012PASS,32975753,17541229,24513601,1,1,,
2008,tt0493464,Wanted,Timur Bekmambetov,M,Michael Brandt,M,Angelina Jolie,F,notalk,notalk,0,75000000,134508551,342416460,2008FAIL,81169223,145572728,370582375,2,2,,
2011,tt1568911,War Horse,Steven Spielberg,M,Lee Hall,M,Jeremy Irvine,M,notalk-disagree,notalk,0,70000000,79883359,156815529,2011FAIL,72498355,82734459,162412399,1,1,,
2005,tt0407304,War of the Worlds,Steven Spielberg,M,Josh Friedman,M,Tom Cruise,M,notalk,notalk,0,132000000,234280354,606836535,2005FAIL,157480373,279504224,723976090,2,2,,
1983,tt0086567,WarGames,John Badham,M,Lawrence Lasker,M,Matthew Broderick,M,notalk,notalk,0,12000000,74433837,74433837,1983FAIL,28072261,174127177,174127177,,,,
2013,tt1588173,Warm Bodies,Jonathan Levine,M,Isaac Marion,M,Nicholas Hoult,M,men-disagree,men,0,30000000,66380662,116643610,2013FAIL,30000000,66380662,116643610,1,1,,
2011,tt1291584,Warrior,Gavin O'Connor,M,Gavin O'Connor,M,Tom Hardy,M,notalk,notalk,0,25000000,13657115,24215385,2011FAIL,25892270,14144548,25079651,1,1,,
2009,tt0409459,Watchmen,Zack Snyder,M,David Hayter,M,Jackie Earle Haley,F,men-disagree,men,0,138000000,107509799,184068357,2009FAIL,149830960,116726786,199848831,2,2,,
2005,tt0240200,Water,Dick Clement,M,Dick Clement,M,Michael Caine,M,ok,ok,1,3000000,5529144,8119205,2005PASS,3579099,6596452,9686481,2,2,,
